"ID","Joke"
296,"[sinking ship] CAPTAIN: dammit RAT: i'm leaving CAPTAIN: i'm staying CAPTAIN'S GOLDFISH: [in fishbowl] i'm excited to see how this plays out"
297,"[2 dogs eating dinner] ""u know Sharon, that life insurance policy u found me is great"" [stops chewing] ""why does this taste like chocolate"""
298,"4: *hops in my lap* Mama, look at my picture! Me: Love it 4: See green M: Yep 4: And blue M: Mmhm 4: And red M: *flushes toilet* ok, hop up."
299,"What my girlfriend thought, first 4 dates : 1. Nice shirt 2. Wow, a second nice shirt. 3. Okay, first shirt again. 4. He has two shirts."
300,"ME: Raising two kids on my own has been a real struggle. WIFE: I'm only gone for two days. ME: They call me momdad now, which is bittersweet"
301,"My wife says I'm addicted to generalizations but isn't everyone some kind of addict?"
302,"9yr old poured milk on the cat. When I asked why he said ""He's thirsty and likes to lick himself."" I couldn't argue with that."
303,"78% of parenting is spent anxiously praying they don't notice the minuscule lego piece you just vacuumed up."
304,"""In just 4 years, you can get a 4 year degree!"" Yes, ""university"" commercial--that math checks out."
305,"If they ever reboot Grease, it must be directed by M. Night Shama-lamma-ding-dong."
306,"""Keep pumping until something happens."" -Home Depot guy teaching me to prime the snow blower says the first thing I've understood."
307,"[first date] HER: Do you have any hobbies? ME: Yes! Wait, did you say ""hobbits""? HER: No, hobbies ME: Oh, then no"
308,"I guess knocking on random dressing room doors in a department store and asking ""hey, can I see how you look?"" is frowned upon."
309,"[shipwreck diary] Day 3: dude next to me can hold his breath for 3 days. Going on 4. Very impressive."
310,"Who thought blowing out candles on a cake was a good tradition? Ah yes; wax would go well with this cake and you know what else? Child spit."
311,"* on a date snuggling * Me: Did you enjoy dinner? Her: Yeah, but now I feel fat. Me: Get your hands off my belly."
312,"Wife: he's always confusing sayings... Therapist: what if you're just misinterpreting him? Me: oooh, check you out playing devil's avocado"
313,"[Text] 18: This Hotel wants me to pay for Wi-Fi?! Me: You do know someone pays for Wi-Fi at home too, right?"
314,"NIETZSCHE: god is dead! he remains dead! and we have killed him! ME AS NIETZSCHE'S LAWYER: your honour we're gonna need a recess"
315,"WIFE: He makes everything into a wood pun ME: This couch has such great lumber support WIFE: See?? THERAPIST: Try to stop ME: Oakey dokey"
316,"I dropped food on the floor and my dog got excited but it was just tomato. I catfished my dog"
317,"Why do doctor's offices take your blood pressure AFTER weighing you? Of course it's going to be high then."
318,"The part of the Harry Potter movies that I found most unbelievable was that mostly unsupervised teenagers never had wild keg parties."
319,"I just want to apologize to all the guys I dated BEFORE I started using Prozac. And to their wives. And their local fire departments."
320,"*Stands guard with scissors and tinsel* Wait, you said ""wrap battle"", right?"
321,"*sees neighbors bringing in KFC *knocks on door Have you seen my dog she got out *teary eyed Neighbor: Aw. No, but if there's- Some KFC?"
322,"Making French toast is a lot like making regular toast. The only difference is that you use your tongue."
323,"I appreciate it when someone tells me to just ""get over it"" when I'm depressed. It gives me a chance to exercise my grave digging skills."
324,"[god creating kangaroos] Let's make a horse rabbit."
325,"Umbrage is like regular brage, but um..."
326,"ME (having a disagreement with a friend): I'd like to speak to your manager"
327,"Local News: GREG JOHNSON, 41, ESCAPES BEING EATEN BY BEAR Bear News: FOOD NAMED GARG RUNS FROM LUNCHTIME"
328,"To make a long story short, just walk away once you're bored."
329,"[Cannibal Restaurant] Waiter: Need anything else? Cannibal: No, I'm stuffed. I can't even finish this. Could I get a body bag?"
330,"Chicago launched an innovative new ride-sharing program today and the way it works is some guy stole my bike."
331,"SEXY POTATO: Hey buddy, my eyes are up here, and over here, and down here, and around here and"
332,"What I don't understand is, how did Jabba the Hutt become so powerful? He's just a fat, lecherous crook. Wait"
333,"Dating tip: Photoshop yourself into some of her selfies. Women love guys who are good with computers."
334,"INTERVIEWER: strengths? ME: I'm good at presenting both sides of an argument INTERVIEWER: great ME: which could also be a weakness..."
335,"""I better pee first."" - me, before doing anything"
336,"The networks need to change the phrase ""Breaking News"" to ""Now What?"""
337,"I'm in a very dark place right now. Suggestions on getting these motion sensing lights in the public bathroom to come back on...?"
338,"M: If my chip:salsa ratio isn't perfectly even, I will burn down this restaurant, I swear to God. H: This is our house. M: I SWEAR TO GOD!"
339,"People accuse me of never giving a damn about anyone but myself, but I distinctly remember saying 'bless you' when someone sneezed last year"
340,"My Medical Emergency Contact is a girl from college who promised she'd pluck any stray hairs off my face if I slipped into a coma."
341,"Before my surgery, the anesthetist offered to use knockout gas or whack me over the head with a canoe paddle. It was an ether/oar situation."
342,"My boss said if I tried to take Friday off, I could just take the rest of the year off so that's kinda neat."
343,"Me: How's it look? Doc: You have 2 months to live M: WHAT?? You're my dentist! D: Then you don't need to come back for a cleaning in 6 mos"
344,"I just googled ""jokes to tell right before you die"" and if that doesn't tell you what kind of person I am, I don't know what does."
345,"My girlfriend wants me to stain the new wooden fence in her backyard. So I'm going to eat spaghetti over it for a few weeks"
346,"Cats spend two thirds of their lives sleeping and the other third making viral videos."
347,"My FitBit app says I sleep walked 20 steps last night, glad I was asleep during all that damn exercise."
348,"*only shaves legs in the spots exposed by my ripped jeans*"
349,"Apparently ""if you must draw your eyebrows on, please draw them evenly"" was not the tip this waitress was expecting."
350,"You attract more men when you smell like butter, sauteed ham and onions than any expensive perfume."
351,"I HAVE A LITTLE MERMAID BAND-AID UNDER MY EYE CAUSE I'M IN A GANG NOW."
352,"at library ME: This book wasn't helpful at all! LIBRARIAN: Why? What's the problem? BIRD: [mockingly] ""Why? What's the problem?"""
353,"""Do you want to hold my baby?"" Yeah nice try. You got yourself into this mess you hold your own damn baby."
354,"*buys almond milk* ""I'm gonna get healthy!"" *drinks almond milk* ""This is gross."" *pours Hershey's chocolate syrup in milk* ""Perfect."""
355,"[Amphibian Playground] BULLFROG: look at all u lil toad nerds TOAD: help! a BULLYfrog! TEACHER SNAKE: i'll handle this *eats everyone*"
356,"Parenting Tip: Wear clothing with pockets so you can flip off your children inconspicuously."
357,"[purposefully keeps messing up my hot dog eating scene] director: cut! [sighs] bring in another hot dog, take 11"
358,"This lady at the Edible Arrangement store acts like no one's ever asked for a corn dog bouquet before."
359,"I get knocked down, but I get up again, and you're never, oh you knocked me down again, you are being very rude"
360,"*turns around in my chair and I'm stroking a whole glazed ham in my lap* I've been expecting you."
361,"ME: Hi I'd like to apply for a job as a contortionist ""When can you come in for an interview?"" ME: I'm flexible"
362,"Health level: my credit card company called me about fraud because I bought a vegetable."
363,"Some of you keep touting donuts as the best breakfast food ..... But there are holes in your arguments."
364,"My girlfriend said I never do anything to help so I hid her phone. I'll prove her wrong when I find it."
365,"Wings are the leading cause of bird flew"
366,"My lucky number is 17 so I'm really hoping that 2017 is finally going to be my year. Otherwise, I'll have to change my lucky number again."
367,"You can count on your dog to be the first responder when anything or anyone drops to the floor."
368,"Boss: you're late Me: traffic Carol: he was in his car taking selfies again Me: goddammit Carol, I will cut you"
369,"Him: I think I'm getting sick. Me: Do you want some euthanasia? Him: I'm pretty sure it's called echinacea. Me: Tomato, tomahto."
370,"[Wendy and the Burger King having sex] King: You like this? Wendy: I'm loving it! *the Burger King stops* King: What did you just say?"
371,"[car dealership] ""it's just like walking, except now you have to move your mass AND this 2,000lb vehicle."" fred flintstone: i'll take it!"
372,"(Outside at dusk) Wife: Lovely evening. Me (Covered in mosquitos): Glorious."
373,"I waited for so long at the doctor's office that by the time they called me it was time for my follow-up appointment."
374,"A fight or flight situation. Like when you go to pick up your kid and the teacher's walking towards you with ""the look"" on her face."
375,"Shout out to Debra on Facebook for saving lives by letting everyone know that the snow is slippery."
376,"Thanks for yelling at me and calling me names on the internet. I have the same opinion as you do now"
